Question_ID,Question,KC,label
1964,"Question: While organizing her files, Bianca deleted 2 pictures, 8 songs and 7 text files. What is the total number of files she deleted?
Solution: 17 (files)
Steps: 2+8+7=17",1.OA.A.2,2
898,"Question: Suzanne read the first 15 pages of her book on Monday. She read 16 more pages than that on Tuesday. Then there were 18 pages left. How many pages are in Suzanne's book altogether?
Solution: 64 (pages)
Steps: 15+15+16+18=64",2.OA.A.1,9
1881,"Question: Frank got fifteen pounds of mushroom for family barbecue. If they ate eight pounds, how many pounds were left?
Solution: 7 (pounds)
Steps: 15-8=7",1.OA.A.1,1
2152,"Question: Faye had seven books. If she bought twelve more at a yard sale, how many would she have total?
Solution: 19 (books)
Steps: 7+12=19",1.OA.A.1,1
1949,"Question: A pet store had 2 white cats, 10 black cats and 3 gray cats. How many cats did they have total?
Solution: 15 (cats)
Steps: 2+10+3=15",1.OA.A.2,2
1927,"Question: There were ninety-four dollars in Olivia's wallet. After she visited a supermarket, there were seventy-eight dollars left. How much did she spend?
Solution: 16 (dollars)
Steps: 94-78=16",2.OA.A.1,9
702,"Question: Jennifer has an 87 cm long ribbon. She uses 24 cm of the ribbon to tie a present for her friend and 45 cm of the ribbon to make a bow. How much of the ribbon is left in the end?
Solution: 18 (cm)
Steps: 87-24-45=18",2.OA.A.1,9
617,"Question: In one week, an airplane pilot flew 1,134 miles on Tuesday and 1,475 miles on Thursday. If the pilot flies the same number of miles 3 weeks in a row, how many miles does he fly in all?
Solution: 7827 (miles)
Steps: (1134+1475)*3=7827",3.OA.D.8,19
1812,"Question: Sarah bought 8 new shirts for school. If she already had 9 shirts, how many did she own total?
Solution: 17 (new shirts)
Steps: 8+9=17",1.OA.A.1,1
1653,"Question: During a class election the ratio of students who voted for candidate A compared to candidate B was 2:1. If candidate A received 14 votes, what is the combined amount of votes candidate A and candidate B received?
Solution: 21 (votes)
Steps: 2:3=14:21",6.RP.A.3,40
790,"Question: The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?
Solution: 7 (basketballs)
Steps: 54/7=7 r5",4.NBT.B.5,25
2234,"Question: Roger is at the library helping put away books. There are fifty-four book to put away total but a librarian takes nineteen of them and leaves Roger with the rest. If he can fit five books on a shelf, how many shelves will he need?
Solution: 7 (shelves)
Steps: (54-19)/5=7",3.OA.D.8,19
83,"Question: Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?
Solution: 24 (cubes)
Steps: 12+12=24",2.OA.A.1,9
2005,"Question: Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with?
Solution: 24 (dollars)
Steps: 2+27-5=24",2.OA.A.1,9
1832,"Question: An architect was building his two story house. On the first floor the house had 6 bedrooms and the second floor had 4 bedrooms. How many bedrooms does the house have totaled?
Solution: 10 (bedrooms)
Steps: 6+4=10",K.OA.A.2,49
713,"Question: A pet shop has a total of 77 animals. 32 of them are kittens and 15 of them hamsters, the rest are birds. How many birds are there?
Solution: 30 (birds)
Steps: (77-32)-15=30",2.OA.A.1,9
1396,"Question: Sachin says that he has 6 books more than the 6 times of the books Priyanka has. Sachin has 42 books. How many books does Priyanka have?
Solution: 6 (books)
Steps: P:The number of Priyanka' books; 6P+6=42",6.EE.B.6,35
1778,"Question: Frank bought his family 14 pieces of chicken for dinner. If they only ate 7, how many pieces does he have left?
Solution: 7 (pieces)
Steps: 14-7=7",1.OA.A.1,1
733,"Question: Jack received 8 emails in the morning and 2 emails in the afternoon. How many emails did Jack receive in the day?
Solution: 10 (emails)
Steps: 8+2=10",K.OA.A.2,49
2280,"Question: There are 35 eggs in Margaret's egg collection. If the eggs are organized into 5 groups, how big is each group?
Solution: 7 (eggs)
Steps: 35/5=7",3.OA.A.3,18
1984,"Question: Cody counted the number of times people sharpened their pencils in class for a week. He counted: 13, 8, 13, 21, 7 and 23. What is the mean of the numbers?
Solution: 14.2 (times)
Steps: (13+8+13+21+7+23)/6=14.2",6.SP.B.5,41
1818,"Question: Rachel had to complete 9 pages of math homework and 2 pages of reading homework. How many pages did she have to complete total?
Solution: 11 (pages)
Steps: 9+2=11",1.OA.A.1,1
1175,"Question: Warren ran 1 lap on Wednesday, 2 laps on Thursday, 4 laps on Friday, 8 laps on Saturday, and 16 laps on Sunday. If this pattern continues, how many laps will Warren run on Monday?
Solution: 32 (laps)
Steps: 1, 2, 4, 8, 16, 32",3.OA.D.9,20
2044,"Question: Li Na is going to plant 63 tomato plants and 81 rhubarb plants. Li Na would like to plant the plants in rows where each row has the same number of tomato plants and each row has the same number of rhubarb plants. What is the greatest number of rows Li Na can plant?
Solution: 9 (rows)
Steps: GCD(63,81)=9",6.NS.B.4,38
2242,"Question: There are fifty-eight students trying out for the school's trivia teams. If twenty-eight of them didn't get picked for the team and the rest were put into five groups, how many students would be in each group?
Solution: 6 (students)
Steps: (58-28)/5=6",3.OA.D.8,19
1457,"Question: The sum of three consecutive even numbers is 246. What are the numbers?
Solution: 80; 82; 84
Steps: x:The first number; x+(x+2)+(x+4)=246",6.EE.B.6,35
1301,"Question: Kate is 12 years old. His age is 4 times the age of Robbie. Find the age of Robbie.
Solution: 3 (years old)
Steps: R:Robbie's age; 12=4*R",6.EE.B.6,35
2061,"Question: Martha is buying 18 packs of pencils and 14 packs of pens from the store. If Martha wishes to purchase the same number of pencils as pens, what is the smallest number of pens that she can buy?
Solution: 126 (pens)
Steps: LCM[18,14]=126",6.NS.B.4,38
1517,"Question: During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters. What is the button's circumference?
Solution: 25.12 (centimeters)
Steps: 8*3.14=25.12",7.G.B.4,44
1239,"Question: At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 3 (tickets)
Steps: 27/6=4 r3; 6-3=3",4.NBT.B.6,26
1239,"Question: At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 3 (tickets)
Steps: 27/6=4 r3; 6-3=3",K.OA.A.2,49
1382,"Question: Dan's high school played eighteen baseball games this year and two were at night. The team won most of their games. They were defeated during three games. How many games did they win ?
Solution: 15 (games)
Steps: 18-3=15",1.OA.A.1,1
921,"Question: The Central City Zoo has 45 chimpanzees. Every day the chimps eat a total of 72 bananas. Next week, the zoo is moving 18 chimps to a new cage. How many chimps will stay in the old cage?
Solution: 27 (chimps)
Steps: 45-18=27",2.OA.A.1,9
1931,"Question: Gwen prepared ninety-eight books to sell in the flea market. After the activity ended she had ninety-six books left. How many did she sell?
Solution: 2 (books)
Steps: 98-96=2",2.OA.A.1,9
1515,"Question: The ratio of the length of a rectangle to its width is 6:5. Its length is 24 inches. What is its width?
Solution: 20 (inches)
Steps: 24/6*5=20",3.OA.D.8,19
927,"Question: Billy can play 24 songs in his music book. He knows the names of 18 different guitar chords. Billy's music book has 52 songs in it. How many songs does Billy still need to learn?
Solution: 28 (songs)
Steps: 52-24=28",2.OA.A.1,9
537,"Question: If you had 37 bags of cookies with 19 cookies in each bag, how many cookies would you have?
Solution: 703 (cookies)
Steps: 37*19=703",4.NBT.B.5,25
1323,"Question: The sum of three consecutive even numbers is 42. Choose suitable variable and create single variable algebraic equations and find the difference between the greatest and smallest number.
Solution: 4
Steps: x:The first number; (x+4)-x=4",6.EE.B.6,35
619,"Question: Tyler had 15 dogs. Each dog had five puppies. How many puppies does Tyler now have?
Solution: 75 (puppies)
Steps: 15*5=75",3.OA.A.3,18
543,"Question: The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people. How many people can ride the Ferris wheel at the same time?
Solution: 84 (people)
Steps: 14*6=84",3.OA.A.3,18
355,"Question: Finally, they had to roam around 169 factories to make sure they are throwing their wastes properly. If their group went to 69 factories and the second went to 52, how many factories remain unchecked?
Solution: 48 (factories)
Steps: 169-(69+52)=48",3.OA.D.8,19
342,"Question: Next food item she has to prepare is soup. She needs 280 cups of mushroom soup. If the first team made 90 cups, and the third team made 70 cups, how any cups should the second team prepare in order to meet the required amount of soup?
Solution: 120 (cups)
Steps: 280-(90+70)=120",3.OA.D.8,19
131,"Question: Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with?
Solution: 53 (marbles)
Steps: 187-134=53",2.NBT.B.7,8
1357,"Question: Your dog ate 12 of your notecards for school. That was 3/4 of your notecards that you need to turn in. How many notecards had you completed?
Solution: 16 (notecards)
Steps: x:The total number of notecards; 12=3/4*x",6.EE.B.6,35
1387,"Question: Jessica spent half of her allowance going to the movies. She washed the family car and earned six dollars. What is her weekly allowance if she ended with eleven dollars ?
Solution: 10 (dollars)
Steps: x:Jessica's weekly allowance; x/2+6=11",6.EE.B.6,35
1194,"Question: Shelley has 12 forks and 16 knives to place in silverware holders at the fast food restaurant where she works. She wants to distribute them equally, with no forks or knives left over. What is the greatest number of silverware holders Shelley can stock?
Solution: 4 (silverware holders)
Steps: GCD(12,16)=4",6.NS.B.4,38
1664,"Question: At a pet store the ratio of cats to dogs sold was 2:1. If there were 16 cats that were sold, how many dogs were sold?
Solution: 8 (dogs)
Steps: 2:1=16:8",6.RP.A.3,40
831,"Question: Emily's bed is 200 cm long. Jimmy's bed is 20 cm longer than Emily's. Whose bed is longer?
Solution: Jimmy
Steps: 200 cm(Emily) < 200+20=220 cm(Jimmy)",2.NBT.A.4,5
831,"Question: Emily's bed is 200 cm long. Jimmy's bed is 20 cm longer than Emily's. Whose bed is longer?
Solution: Jimmy
Steps: 200 cm(Emily) < 200+20=220 cm(Jimmy)",2.NBT.B.7,8
1723,"Question: Adam had to wash fourteen loads of clothes. By noon he had only washed eight loads. How many does he still need to wash?
Solution: 6 (loads of clothes)
Steps: 14-8=6",1.OA.A.1,1
2201,"Question: Gwen's class is going on a field trip to the zoo. If each van can hold seven people and there are thirty-three students and nine adults going, how many vans will they need?
Solution: 6 (vans)
Steps: (9+33)/7=6",3.OA.D.8,19
614,"Question: Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?
Solution: 360 (students)
Steps: 8*45=360",4.NBT.B.5,25
1074,"Question: The teacher's helper was putting cookies onto plates. He put 5 cookies on the first plate, 7 cookies on the second plate, 10 cookies on the third plate, 14 cookies on the fourth plate, and 19 cookies on the fifth plate. If this pattern continues, how many cookies will the helper put on the sixth plate?
Solution: 25 (cookies)
Steps: 5, 7, 10, 14, 19, 25",3.OA.D.9,20
745,"Question: Savant has 3 jars. He puts in 34 coins in the first jar, 29 coins in the second jar and 13 coins in the third jar. How many coins does Savant save together?
Solution: 76 (coins)
Steps: 34+29+13=76",2.OA.A.1,9
2139,"Question: At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets. How many tickets did Henry have total?
Solution: 98 (tickets)
Steps: 58+40=98",2.OA.A.1,9
1025,"Question: The giant Ferris wheel can seat 56 people. There are 92 people waiting in line. How many people won't get on the ride this time?
Solution: 36 (people)
Steps: 92-56=36",2.OA.A.1,9
540,"Question: This year on your 11th birthday your mother tells you that she is exactly 3 times as old as you are. How old is she?
Solution: 33 (years old)
Steps: 11*3=33",3.OA.A.3,18
378,"Question: They planned to serve some cold drinks as well. If they plan to make 9 pitchers of drinks and each pitcher can fill 6 glasses, how many glasses of drinks are they planning to prepare in total?
Solution: 54 (glasses of drinks)
Steps: 9*6=54",3.OA.A.3,18
1082,"Question: There are 22 bicycles and 3 cars in the garage at Gordon's apartment building. How many wheels are there in the garage?
Solution: 56 (wheels)
Steps: (22*2)+(3*4)=56",3.OA.A.3,18
1082,"Question: There are 22 bicycles and 3 cars in the garage at Gordon's apartment building. How many wheels are there in the garage?
Solution: 56 (wheels)
Steps: (22*2)+(3*4)=56",2.OA.A.1,9
1084,"Question: Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls. How many more packs of red bouncy balls than yellow bouncy balls did Miki buy?
Solution: 1 (packs)
Steps: 4-3=1",K.OA.A.2,49
598,"Question: Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?
Solution: 776 (marbles)
Steps: 593+183=776",2.NBT.B.7,8
1439,"Question: If you were to travel by metro the fare for the first kilometer is different from the rate per kilometer for the remaining distance. The total fare for a distance of 20 km is $37.70 and that for a distance of 26 km is $48.50. Find the auto fare for the first kilometer and for each successive kilometer.
Solution: 3.5 (dollars); 1.8 (dollars)
Steps: x:The fare for the first kilometer; y:The fare for remaining distance; x+(20-1)y=37.7; x+(26-1)y=48.5",8.EE.C.8,47
2137,"Question: A pet store had sixty-four birds that talked and thirteen that didn't. How many birds did the pet store have total?
Solution: 77 (birds)
Steps: 64+13=77",2.OA.A.1,9
176,"Question: Kate gave the clerk $1.00. Her candy cost 54 cents. How much change should Kate get back?
Solution: 0.46 (dollars)
Steps: 1.00-0.54=0.46",4.MD.A.2,21
2103,"Question: Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?
Solution: 12 (pieces)
Steps: 2*3+6=12",3.OA.D.8,19
1727,"Question: Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?
Solution: 8 (boxes)
Steps: 24/3=8",3.OA.A.3,18
885,"Question: Maddie, Luisa, and Amy counted their books. Maddie had 15 books. Luisa had 18 books. Together, Amy and Luisa had 9 more books than Maddie. How many books did Amy have?
Solution: 6 (books)
Steps: x:Amy's books; (x+18)-15=9",6.EE.B.6,35
1397,"Question: Sushi's father bought x lollipops. 5 were eaten by the the children. If 7 lollipops are left, how many lollipops did sushi's father bring?
Solution: 12 (lollipops)
Steps: x:Lollipops that Sushi's father bought; x=5+7",6.EE.B.6,35
799,"Question: 15 students split 122 portfolios of paintings. Each student should get the same number of portfolios. How many portfolios of paintings will be left?
Solution: 2 (portfolios)
Steps: 122/15=8 r2",5.NBT.B.6,33
693,"Question: At a candy store, there are 3 brown candy boxes, 3 black candy boxes, and 2 blue candy boxes. If 5 boxes are bought, how many candy boxes are left?
Solution: 3 (candy boxes)
Steps: 3+3+2-5=3",K.OA.A.2,49
1283,"Question: A store has forty-nine shirts. After selling some there were twenty-eight left. What's the difference between of the number of shirts before selling and after selling?
Solution: 21 (shirts)
Steps: 49-28=21",2.OA.A.1,9
976,"Question: Mrs. Wilson, the math teacher, has 18 logic puzzles and 9 visual puzzles that she wants to group into sets for students who finish their tests early. Mrs. Wilson wants each set to be identical, containing the same combination of logic puzzles and visual puzzles, with no puzzles left over. What is the greatest number of sets she can create?
Solution: 9 (sets)
Steps: GCD(18,9)=9",6.NS.B.4,38
2249,"Question: A magician was selling magic card decks for 2 dollars each. If he started with 5 decks and by the end of the day he had 3 left, how much money did he earn?
Solution: 4 (dollars)
Steps: (5-3)*2=4",3.OA.D.8,19
1626,"Question: Billy was painting a wall in his room. The total area was 8 square feet. If the wall was 2 feet wide, how tall is it?
Solution: 4 (feet)
Steps: 8/2=4",4.MD.A.3,22
647,"Question: David has 7 boxes of stuffed toy dogs. Each box has four dogs in it. How many legs are there in all?
Solution: 112 (legs)
Steps: (7*4)*4=112",3.OA.D.8,19
1912,"Question: Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?
Solution: 93 (butterflies)
Steps: 11+82=93",2.OA.A.1,9
1718,"Question: A mailman has to give twenty-eight pieces of junk mail to each block. If there are four houses on a block, how many pieces of junk mail should he give each house?
Solution: 7 (pieces of junk mail)
Steps: 28/4=7",3.OA.A.3,18
1634,"Question: A video game map had a total area of 10 square meters. If the map was 5 meters long, how wide is it?
Solution: 2 (meters)
Steps: 10/5=2",4.MD.A.3,22
1710,"Question: At the store Brand A potato chips were $10.40 for 4 bags. Brand B potato chips were $17.78 for 7 bags. Which brand has the cheaper price?
Solution: Brand B
Steps: 10.40/4=2.6(Brand A) > 17.78/7=2.54(Brand B)",4.MD.A.2,21
731,"Question: There are 7 basketballs at a school. If the school buys another 3 basketballs, how many basketballs will the school have?
Solution: 10 (basketballs)
Steps: 7+3=10",K.OA.A.2,49
983,"Question: Laurie has 12 more marbles than Kurt. Kurt has 45 marbles less than Dennis. Dennis has 70 marbles. How many marbles does Laurie have?
Solution: 37 (marbles)
Steps: 70-45+12=37",2.OA.A.1,9
635,"Question: Mrs. Hilt is baking bread. She needs 5 cups of flour to bake two loaves of bread. How much flour will she need to make one loaf of bread?
Solution: 2.5 (cups of flour)
Steps: 5/2=2.5",K.OA.A.2,49
1190,"Question: Vondra is putting together bags of groceries to donate to charity. She has 7 boxes of macaroni and cheese and 14 cans of vegetables. Vondra wants to divide them up evenly, so that each bag has the same contents and no items are left over. What is the greatest number of bags of groceries Vondra can put together?
Solution: 7 (bags of groceries)
Steps: GCD(7,14)=7",6.NS.B.4,38
535,"Question: At the zoo, I see 35 elephants and 48 tigers. How many legs do I see?
Solution: 332 (legs)
Steps: (35+48)*4=332",3.OA.D.8,19
214,"Question: Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?
Solution: 50 (candies)
Steps: 15+20+15=50",2.OA.A.1,9
1897,"Question: Paul had eighty-six books. After selling some in a garage sale he had seventy-eight left. How many books did he sell?
Solution: 8 (books)
Steps: 86-78=8",2.OA.A.1,9
260,"Question: The last stop of their tour was Italy; there they visited Naples, the place where modern pizza was invented. During their stay there, she ate 598 grams of pizza and her sister ate 354. How many grams of pizza did Rachel and Bella ate there?
Solution: 952 (grams of pizza)
Steps: 598+354=952",2.NBT.B.7,8
480,"Question: Haley has 63 magazines in her cabinet. She plans to send it to the recycling office in their area. If she places it in boxes which can contain 9 magazines, how many boxes will she use?
Solution: 7 (boxes)
Steps: 63/9=7",3.OA.A.3,18
2267,"Question: Sean had 45 Starbursts. If Sean gave equal numbers of Starbursts to his 18 friends and then he ate what was left, how many Starbursts did each person eat?
Solution: 2 (Starbursts)
Steps: 45/18=2 r9",5.NBT.B.6,33
993,"Question: Jake set up a candy stand in his front yard. He has 80 pieces of candy to sell. He sold 15 pieces of candy on Monday. He sold much more than that on Tuesday. By Wednesday, Jakes only had 7 pieces left. How many pieces of candy did Jake sell on Tuesday?
Solution: 58 (pieces of candy)
Steps: 80-15-7=58",2.OA.A.1,9
1224,"Question: The drama club meets in the school auditorium every 3 days, and the choir meets there every 5 days. If the groups are both meeting in the auditorium today, then how many days from now will they next have to share the auditorium?
Solution: 15 (days)
Steps: LCM[3,5]=15",6.NS.B.4,38
1360,"Question: Last Thursday Drew had $30. Over the weekend he received some money for cutting the grass. He now has $61. How much money did he get paid for cutting the grass?
Solution: 31 (dollars)
Steps: 61-30=31",2.OA.A.1,9
1356,"Question: John was given $14.00 in order to buy a gift. This covered half of the cost. How much did the gift cost?
Solution: 28 (dollars)
Steps: 14.0*2=28.0",4.MD.A.2,21
2009,"Question: A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip?
Solution: 2 (customers)
Steps: (39+12)-49=2",2.OA.A.1,9
181,"Question: 5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?
Solution: 15 (people)
Steps: 5*3=15",3.OA.A.3,18
1663,"Question: Victor was playing checkers with a friend. The ratio of games Victor won was 9:5. If Victor won 36 games, how many games did his friend win?
Solution: 20 (games)
Steps: 9:5=36:20",6.RP.A.3,40
879,"Question: Jordon put a new number into her machine. The machine doubled it then added 3 more. The number 27 came out of the machine. What number do you think Jordon put in her machine?
Solution: 12
Steps: (27-3)/2=12",3.OA.D.8,19
1797,"Question: The roller coaster at the state fair costs 6 tickets per ride. If 8 friends were going to ride the roller coaster, how many tickets would they need?
Solution: 48 (tickets)
Steps: 6*8=48",3.OA.A.3,18
497,"Question: Susie and her sister gathered all 98 of their teddy bears and placed them on the shelves in their bedroom. If every shelf can carry a maximum of 7 teddy bears, how many shelves will be filled?
Solution: 14 (shelves)
Steps: 98/7=14",3.OA.A.3,18
1423,"Question: In a two digit number, the sum of the two digits is 9. If the digits are reversed , the number is increased by 9. Find the number.
Solution: 45
Steps: x:The number of the tens digital; y:The number of the unit digital; x+y=9; 10y+x=10x+y+9",8.EE.C.8,47
301,"Question: It's basketball season in Ashford Elementary School. Chuck, the team captain of the Blue Team is feeling nervous about it. Their first opponent is the Red Team, composed of other 3rd graders, gave them a hard time. If they lost by 13 points and the Red Team scored 61 points, what is their team's final score?
Solution: 48 (points)
Steps: 61-13=48",2.OA.A.1,9
365,"Question: Before she went home, she bought t-shirts, key chains and handmade bracelets as souvenirs. She spent $347.00 on key chains and bracelets which is $146.00 more than she spent on t-shirts. How much money did she spend on all the souvenirs?
Solution: 548 (dollars)
Steps: (347-146)+347=548",3.OA.D.8,19
880,"Question: Drew gave 12 marbles to Marcus. Each boy then had 25 marbles. How many more marbles did Drew have than Marcus at first?
Solution: 24 (marbles)
Steps: (25+12)-(25-12)=24",4.OA.A.3,29
1418,"Question: The ages of two friends Anna and Ben differ by 3 years. Anna's father Denver is twice as old as Anna and Ben is twice as old as his sister Cathy. The ages of Cathy and Denver differ by 30 years. Find the ages of Anna and Ben.
Solution: 19 (years old); 16 (years old)
Steps: A:Anna's age; C:Cathy's age; A-2C=3; 2A=C+30",8.EE.C.8,47
701,"Question: There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats. How many pets were there in the pet center in the end?
Solution: 57 (pets)
Steps: 36+29-20+12=57",2.NBT.B.5,6
1652,"Question: Adam had 91 dollars. If he spent 21 dollars on new books, what is the ratio of money he still has to money he's spent?
Solution: 10:03:00
Steps: 91-21=70; 70:21=10:3",2.OA.A.1,9
1652,"Question: Adam had 91 dollars. If he spent 21 dollars on new books, what is the ratio of money he still has to money he's spent?
Solution: 10:03:00
Steps: 91-21=70; 70:21=10:3",6.RP.A.1,39
744,"Question: Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?
Solution: 9 (Barbie Dolls)
Steps: 79-35*2=9",3.OA.D.8,19
188,"Question: Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?
Solution: 59 (blocks)
Steps: 78-19=59",2.OA.A.1,9
2047,"Question: Destiny just received two separate gifts from her great-great-grandmother. The first gift is a box of 18 chocolate candy bars, and the second gift is a pack of 12 cookies. Destiny wants to use all of the chocolate candy bars and cookies to make identical snack bags for her cousins. What is the greatest number of snack bags that Destiny can make?
Solution: 6 (snack bags)
Steps: GCD(18,12)=6",6.NS.B.4,38
1144,"Question: Out of the 26 students in the gym, 4 are sitting on the bleachers and the rest are sitting on the floor. What is the ratio of the number of students sitting on the floor to the total number of students?
Solution: 11:13:00
Steps: 26-4=22; 22:26=11:13",2.OA.A.1,9
1144,"Question: Out of the 26 students in the gym, 4 are sitting on the bleachers and the rest are sitting on the floor. What is the ratio of the number of students sitting on the floor to the total number of students?
Solution: 11:13:00
Steps: 26-4=22; 22:26=11:13",6.RP.A.1,39
1424,"Question: The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.
Solution: 96
Steps: x:The number of the tens digital; y:The number of the unit digital; x+y=15; 10x+y=10y+x+27",8.EE.C.8,47
1358,"Question: Bob and his four friends decided to divide the pizza bill evenly. If each person paid $8, then what was the total price for the pizza?
Solution: 40 (dollars)
Steps: 8*(1+4)=40",3.OA.D.8,19
302,"Question: Feeling sad about their loss on their first game, Chuck and his teammates were determined to win on their next match against the Yellow Team. They scored 72 points and the Yellow Team scored 55, how large was their lead?
Solution: 17 (points)
Steps: 72-55=17",2.OA.A.1,9
266,"Question: Denver the Dog is a famous architect in the city of Animapolis. Together with his engineer friend Wally the Wolf, they decided to build the tallest building ever, the Animus Tower. To make sure the framework of the tower is strongly built, they hired the best builders in town. If they hired 318 beavers and 544 spiders, how many workers in total did they hire to make the framework?
Solution: 862 (workers)
Steps: 318+544=862",2.NBT.B.7,8
1056,"Question: Last year, Jefferson County's event hall was used for 18 wedding receptions and 12 anniversary parties. This year it was used for 17 wedding receptions and 14 anniversary parties. During which year was the event hall used for a lower ratio of wedding receptions to anniversary parties?
Solution: This year
Steps: 18/12(Last year) > 17/14(This year)",6.RP.A.3,40
838,"Question: The weight of 4 cakes is 800 g. The total weight of 3 cakes and 5 pieces of bread is 1 kg 100 g. How much heavier is a cake than a piece of bread?
Solution: 100 (g)
Steps: (800/4)-((1100-(800/4)*3)/5)=100",4.MD.A.2,21
1094,"Question: Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade. How many milliliters of lemonade did Tony have left over?
Solution: 4500 (milliliters of lemonade)
Steps: (14 (L) * 1000 (mL/L)) - 9500 (mL) = 4500 (mL)",4.MD.A.2,21
1847,"Question: At the fair Megan had $17 to spend. She spent $6 on rides. How much money does she have left?
Solution: 11 (dollars)
Steps: 17-6=11",1.OA.A.1,1
1667,"Question: A buffet offers ranch or caesar dressing. The ratio of ranch dressing used to caesar dressing used is 7:1. If the buffet uses 28 cases of ranch dressing, how many cases of caesar do they use?
Solution: 4 (cases of caesar)
Steps: 7:1=28:4",6.RP.A.3,40
1135,"Question: Aarav cleans 6 apartments in 2.5 hours. If Aarav cleans 30 apartments at this same rate, how long will it take him?
Solution: 12.5 (hours)
Steps: 2.5:6=12.5:30",6.RP.A.3,40
1065,"Question: Austin is putting stickers in a sticker book. He put 8 stickers on the first page, 16 stickers on the second page, 24 stickers on the third page, and 32 stickers on the fourth page. If this pattern continues, how many stickers will Austin put on the fifth page?
Solution: 40 (stickers)
Steps: 8, 16, 24, 32, 40",3.OA.D.9,20
1877,"Question: For a party Cody bought eleven cupcakes. After the party he had two left. How many were eaten at the party?
Solution: 9 (cupcakes)
Steps: 11-2=9",1.OA.A.1,1
1972,"Question: A gas station sold 2 boxes of chocolate candy, 5 boxes of sugar candy and 2 boxes of gum. What is the total number of boxes they sold?
Solution: 9 (boxes)
Steps: 2+5+2=9",K.OA.A.2,49
761,"Question: Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged, how many vases of flowers will she arrange on the last day?
Solution: 8 (vases of flowers)
Steps: 248/16=15 r8",5.NBT.B.6,33
1393,"Question: There are 650 students in a school. If the number of girls is 106 more than the boys, how many boys are there in the school?
Solution: 272 (boys)
Steps: x:The number of boys; y:The number of girls; x+y=650; y-x=106",8.EE.C.8,47
88,"Question: Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 3 heart biscuits each, how many biscuits does she need to buy?
Solution: 6 (biscuits)
Steps: 3+3=6",K.OA.A.2,49
530,"Question: Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?
Solution: 63 (strawberries)
Steps: 28+35=63",2.OA.A.1,9
208,"Question: Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice. How many glasses of juice would there be?
Solution: 45 (glasses)
Steps: 25+15+5=45",2.OA.A.1,9
76,"Question: Tessa has 4 apples. Anita gave her 5 more. She needs 10 apples to make a pie. Does she have enough to make a pie?
Solution: Yes
Steps: 4+5=9 apples < 10 apples",K.OA.A.2,49
1121,"Question: The ratio of Kate's stickers to Jenna's stickers is 7:4. Kate has 21 stickers. How many stickers does Jenna have?
Solution: 12 (stickers)
Steps: 7:4=21:12",6.RP.A.3,40
2131,"Question: On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?
Solution: 86 (photos)
Steps: 63+23=86",2.OA.A.1,9
